流水號,課程名稱,授課教師,時間&教室,課程連結
81004,決策理論與模型,郭昱瑩,"二3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=343%20U0350&class=&dpt_code=3430&ser_no=81004&semester=113-1&lang=CH
66447,系統思考與學習型組織,薛喬仁,"第1,3,9,10 週
六6,7,8,9,10(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=749%20M0940&class=&dpt_code=7490&ser_no=66447&semester=113-1&lang=CH
77871,系統思維與設計,余娜莉,"二2,3,4(管二303)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20U4010&class=&dpt_code=7050&ser_no=77871&semester=113-1&lang=CH
29535,資訊系統研發,曹承礎,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20U2410&class=&dpt_code=7250&ser_no=29535&semester=113-1&lang=CH
19397,系統程式設計,鄭卜壬,"四2,3,4(資102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2025900&class=01&dpt_code=9020&ser_no=19397&semester=113-1&lang=CH
71959,併購交易架構法律與實務,顧奎夫,"二3,4(霖1402)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A21%20M33A0&class=&dpt_code=A210&ser_no=71959&semester=113-1&lang=CH
20656,使用者經驗研究與設計,袁千雯,"二6,7,8(卓R505)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Z00%20U0140&class=&dpt_code=P360&ser_no=20656&semester=113-1&lang=CH
59243,供給鍊網路管理論文研討,陳靜枝,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20M3010&class=&dpt_code=7250&ser_no=59243&semester=113-1&lang=CH
52631,學術英文論文寫作與發表,張 晨,"四6,7,8(博雅312)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20M0330&class=04&dpt_code=Q010&ser_no=52631&semester=113-1&lang=CH
77320,學術英文論文寫作與發表,葉芳萍,"三7,8,9(博雅406)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20M0330&class=05&dpt_code=Q010&ser_no=77320&semester=113-1&lang=CH
54375,協調溝通與衝突管理,徐顯國,"第1,2,3,4,5,6,8,9,10,11,12,13 週
二2,3,4(綜501)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=H01%2010600&class=&dpt_code=P360&ser_no=54375&semester=113-1&lang=CH
69354,奈米科技導論,張嘉升,"一6,7,8(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=222%20D5340&class=02&dpt_code=2220&ser_no=69354&semester=113-1&lang=CH
23133,財金獨立研究與論文寫作,陳業寧,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M0040&class=02&dpt_code=7230&ser_no=23133&semester=113-1&lang=CH
97179,定向越野,莊珮琪,"四6,7(綜體前廣場)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051900&class=I5&dpt_code=T010&ser_no=97179&semester=113-1&lang=CH
97180,定向越野,莊珮琪,"四8,9(綜體前廣場)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051900&class=I6&dpt_code=T010&ser_no=97180&semester=113-1&lang=CH
79691,所得與就業理論三,陳旭昇,"六2,3,4(社科研609)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20M7730&class=&dpt_code=3230&ser_no=79691&semester=113-1&lang=CH
68812,服務科學與創新,林博文,"二A,B,C(管一403)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=741%20D3410&class=&dpt_code=7410&ser_no=68812&semester=113-1&lang=CH
64014,服務設計,賴宏誌,"四6,7,8(綜604)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=P37%20U0240&class=&dpt_code=P370&ser_no=64014&semester=113-1&lang=CH
82991,服務與營運管理,陳家麟,"一A,B,C(管一102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=749%20M1160&class=&dpt_code=7490&ser_no=82991&semester=113-1&lang=CH
54351,法學緒論,陳昭如,"二8,9,10(普203)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A01%2011110&class=&dpt_code=A010&ser_no=54351&semester=113-1&lang=CH
77810,物流管理,許鉅秉,"二7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=741%20U7300&class=01&dpt_code=7010&ser_no=77810&semester=113-1&lang=CH
32364,物理管理學,張慶瑞,"一7,8,9(新201)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=104%2057700&class=&dpt_code=1040&ser_no=32364&semester=113-1&lang=CH
33710,知識管理專題,,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=P12%20U0010&class=02&dpt_code=P120&ser_no=33710&semester=113-1&lang=CH
55900,知識管理專題,,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=P12%20U0010&class=05&dpt_code=P120&ser_no=55900&semester=113-1&lang=CH
78382,知識管理論文研討,吳玲玲,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20M3250&class=&dpt_code=7250&ser_no=78382&semester=113-1&lang=CH
17725,知識論,周先捷,"二7,8,9,10(博雅302)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=104%2047300&class=&dpt_code=1040&ser_no=17725&semester=113-1&lang=CH
46058,知覺心理學,葉素玲,"二2,3,4(北館視聽)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=207%2034100&class=&dpt_code=2070&ser_no=46058&semester=113-1&lang=CH
13027,社會企業與創新,楊培珊,"三7,8,9(社318)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=330%20U0350&class=&dpt_code=3100&ser_no=13027&semester=113-1&lang=CH
29700,工程數學-微分方程(一),林清富,"三3,4(博理112)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2020130&class=01&dpt_code=9010&ser_no=29700&semester=113-1&lang=CH
32478,社會行為科學量性資料分析實務,郭俊東,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=850%20M0370&class=&dpt_code=8500&ser_no=32478&semester=113-1&lang=CH
80372,社會住宅研究專題,黃麗玲,"三A,B,C(工綜313)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=544%20M4390&class=&dpt_code=5440&ser_no=80372&semester=113-1&lang=CH
60422,專題研究,劉深淵,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=16&dpt_code=9010&ser_no=60422&semester=113-1&lang=CH
25808,社會政策與社會立法,傅從喜,"四2,3,4(社211)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=310%2041000&class=&dpt_code=3100&ser_no=25808&semester=113-1&lang=CH
19830,社會研究方法甲上,,"三2,3,4(社101)五8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=305%20312A1&class=02&dpt_code=3050&ser_no=19830&semester=113-1&lang=CH
47241,社會研究方法甲上,林孟瑢,"三2,3,4(社207)五8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=305%20312A1&class=01&dpt_code=3050&ser_no=47241&semester=113-1&lang=CH
32258,社會科學方法論專題研究,周嘉辰,"四6,7,8(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=341%20D1210&class=&dpt_code=3410&ser_no=32258&semester=113-1&lang=CH
97150,網球初級,趙曉涵,"五6,7(網球345678)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051260&class=82&dpt_code=T010&ser_no=97150&semester=113-1&lang=CH
63593,社會科學研究方法,蘇翊豪,"四3,4(社科301)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2030560&class=&dpt_code=3022&ser_no=63593&semester=113-1&lang=CH
12719,社會科學研究方法,陳毓文,"一7,8,9(社114)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=330%20D1900&class=&dpt_code=3300&ser_no=12719&semester=113-1&lang=CH
14580,社會科學研究方法,劉桂君,"三3,4,5(生傳418室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=610%2028990&class=&dpt_code=6100&ser_no=14580&semester=113-1&lang=CH
22761,社會科學量化研究方法,梁朝雲,"四7,8,9(生傳502室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=630%20M3380&class=&dpt_code=6300&ser_no=22761&semester=113-1&lang=CH
71858,社會科學資訊資源與服務,黃麗珉,"一2,3,4(圖資資訊室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2035220&class=&dpt_code=1060&ser_no=71858&semester=113-1&lang=CH
81413,社會個案工作,林敬軒,"三2,3,4(社103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=310%2024000&class=&dpt_code=3100&ser_no=81413&semester=113-1&lang=CH
51050,社會設計的基本形式,黃書緯,"二2,3,4(卓R508)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Z00%20U0100&class=&dpt_code=P360&ser_no=51050&semester=113-1&lang=CH
20420,專題研究,蔡永傑,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=A6&dpt_code=9010&ser_no=20420&semester=113-1&lang=CH
16181,金融科技導論,張智星,"三2,3,4(資103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U4410&class=&dpt_code=9020&ser_no=16181&semester=113-1&lang=CH
32984,談判與協商,趙大維,"第10,11 週
一2,3,4,5,6,7,8,9(請洽系所辦) 六2,3,4,5,6,7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=751%20M0240&class=&dpt_code=7510&ser_no=32984&semester=113-1&lang=CH
52971,社會統計,林孟瑢,"五2,3,4,6,7(社103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=305%2012100&class=02&dpt_code=3050&ser_no=52971&semester=113-1&lang=CH
35760,社會福利政策分析,傅從喜,"一2,3,4(社114)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=330%20D1500&class=&dpt_code=3300&ser_no=35760&semester=113-1&lang=CH
61844,社會福利專題,施世駿,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=341%20M5790&class=&dpt_code=3410&ser_no=61844&semester=113-1&lang=CH
33479,專題研究,陳尚澤,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=72&dpt_code=9020&ser_no=33479&semester=113-1&lang=CH
50032,社會統計,郭貞蘭,"五2,3,4,6,7(社101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=305%2012100&class=01&dpt_code=3050&ser_no=50032&semester=113-1&lang=CH
72569,專題研究,丁建均,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=75&dpt_code=9010&ser_no=72569&semester=113-1&lang=CH
47156,專題研究,李明穗,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=55&dpt_code=9020&ser_no=47156&semester=113-1&lang=CH
41811,軟體規格與驗證,蔡益坤,"三7,8,9(管一203)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20U3220&class=&dpt_code=7050&ser_no=41811&semester=113-1&lang=CH
36293,通信原理,林士駿,"四7,8,9(電二225)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2031000&class=&dpt_code=9010&ser_no=36293&semester=113-1&lang=CH
22516,社會與行為科學研究法,陳端容,"四6,7,8(公衛210)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=850%20M0020&class=&dpt_code=8500&ser_no=22516&semester=113-1&lang=CH
37916,社會與健康實務,江東亮,"六6,7,8,9(公衛601A)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=848%20M0130&class=&dpt_code=8480&ser_no=37916&semester=113-1&lang=CH
78471,和平研究專題,左正東,"二8,9(社科研605)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=322%20U1950&class=&dpt_code=3220&ser_no=78471&semester=113-1&lang=CH
15593,固定收益證券與其衍生商品,李賢源,"三7,8,9(管二101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M4210&class=&dpt_code=7230&ser_no=15593&semester=113-1&lang=CH
54733,奈米科技導論,張嘉升,"一6,7,8(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=222%20D5340&class=&dpt_code=5510&ser_no=54733&semester=113-1&lang=CH
17546,設計人生引導員培育暨專案實作,陳品豪,"第1,2,3,4,5,6 週",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Z00%20U0250&class=&dpt_code=P360&ser_no=17546&semester=113-1&lang=CH
60069,奈米科技導論,張嘉升,"五6,7,8(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=222%20D5340&class=01&dpt_code=2220&ser_no=60069&semester=113-1&lang=CH
42812,社會語言學概論一,胥嘉陵,"二8,9,10(博雅206)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=102%2024630&class=&dpt_code=P310&ser_no=42812&semester=113-1&lang=CH
66184,地緣政治下的企業治理,郭紀賢,"四6,7(社科403)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2054140&class=&dpt_code=0000&ser_no=66184&semester=113-1&lang=CH
23336,社群媒體與社會網絡分析,劉好迪,"五7,8,9(新聞308)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=342%20M3100&class=&dpt_code=3420&ser_no=23336&semester=113-1&lang=CH
85091,社群網路,楊得年,"四2,3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=946%20U0120&class=&dpt_code=9460&ser_no=85091&semester=113-1&lang=CH
12965,複變函數,丁肇隆,"二3,4(工科203)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=505%2032800&class=&dpt_code=5050&ser_no=12965&semester=113-1&lang=CH
14289,網路安全實務與社會,蕭旭君,"第1,3,4,5,6,10,13,15 週
五A,B,C(資105)六2,3,4,5,6,7,8,9(資105)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U4930&class=&dpt_code=9020&ser_no=14289&semester=113-1&lang=CH
33502,網路技術與應用,孫雅麗,"四7,8,9(管一104)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=705%2031800&class=&dpt_code=7050&ser_no=33502&semester=113-1&lang=CH
17918,網路時代的政治傳播,劉好迪,"四7,8,9(新聞308)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=342%20M3110&class=&dpt_code=3420&ser_no=17918&semester=113-1&lang=CH
87606,近代物理,陳俊維,"二7,8,9(綜604)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=527%20U0250&class=&dpt_code=5070&ser_no=87606&semester=113-1&lang=CH
13328,近代物理,吳志毅,"二2,3,4(明達231)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2038100&class=&dpt_code=9010&ser_no=13328&semester=113-1&lang=CH
16178,金融市場監理專題研究一,汪信君,"一8,9(霖研六1703)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A21%20M9900&class=&dpt_code=A410&ser_no=16178&semester=113-1&lang=CH
27256,行銷研究,陳譽仁,"五5,6,7(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20M4600&class=02&dpt_code=7240&ser_no=27256&semester=113-1&lang=CH
62450,創新領域基礎,陳懷萱,"四3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Z01%20U1010&class=02&dpt_code=Z010&ser_no=62450&semester=113-1&lang=CH
58791,經濟發展與政策專題,周治邦,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=341%20M5250&class=&dpt_code=3410&ser_no=58791&semester=113-1&lang=CH
72146,工程數學-線性代數,鄭皓中,"五2,3,4(電二143)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2010030&class=03&dpt_code=9010&ser_no=72146&semester=113-1&lang=CH
42690,工程數學-線性代數,顏嗣鈞,"五2,3,4(博理103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2010030&class=04&dpt_code=9010&ser_no=42690&semester=113-1&lang=CH
13164,金融法,陳肇鴻,"三3,4(霖1402)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A21%20U2340&class=&dpt_code=A010&ser_no=13164&semester=113-1&lang=CH
68869,金融創新,李賢源,"一7,8,9(管二302)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M6000&class=&dpt_code=7230&ser_no=68869&semester=113-1&lang=CH
46927,金融創新實務專題,廖咸興,"二7,8,9(管二302)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20U1370&class=&dpt_code=7030&ser_no=46927&semester=113-1&lang=CH
65442,專題研究,闕志達,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=10&dpt_code=9010&ser_no=65442&semester=113-1&lang=CH
56612,專題研究,林 風,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=35&dpt_code=9020&ser_no=56612&semester=113-1&lang=CH
61981,普通物理學實驗一,吳柏鋒,"四2,3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=202%2010510&class=22&dpt_code=5010&ser_no=61981&semester=113-1&lang=CH
66893,金融與產業實務課程一,林明仁,"五6,7(社科202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20U1560&class=&dpt_code=3030&ser_no=66893&semester=113-1&lang=CH
36364,金融機構管理,謝德宗,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20M2290&class=&dpt_code=3230&ser_no=36364&semester=113-1&lang=CH
48600,青少年心理學,雷庚玲,"五7,8,9(新303)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=207%2044370&class=&dpt_code=2070&ser_no=48600&semester=113-1&lang=CH
97156,保齡球,洪巧菱,"三6,7(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051360&class=74&dpt_code=T010&ser_no=97156&semester=113-1&lang=CH
97157,保齡球,洪巧菱,"三8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051360&class=75&dpt_code=T010&ser_no=97157&semester=113-1&lang=CH
64497,前瞻決策與韌性企業,吳政鴻,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=546%20M3350&class=&dpt_code=5460&ser_no=64497&semester=113-1&lang=CH
26285,創意設計,朱元南,"一7,8,9(生機101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=631%20U4250&class=&dpt_code=6110&ser_no=26285&semester=113-1&lang=CH
61504,前瞻智慧聯網,王志宇,"二6,7,8(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=946%20U0130&class=&dpt_code=9460&ser_no=61504&semester=113-1&lang=CH
70407,前瞻結構工程技術,張家銘,"四A,B(土研405)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=521%20M8070&class=&dpt_code=5210&ser_no=70407&semester=113-1&lang=CH
43335,前瞻資訊科技一,蔡欣穆,"五7,8,9(資104)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2039800&class=&dpt_code=9020&ser_no=43335&semester=113-1&lang=CH
40094,前瞻議題I & II: 氣候服務與環境永續,簡旭伸,"五3,4(全變中心G202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=247%20M0320&class=&dpt_code=2470&ser_no=40094&semester=113-1&lang=CH
48537,城鄉 、區域與發展,洪伯邑,"二7,8,9(地理一教室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=208%2026810&class=&dpt_code=2080&ser_no=48537&semester=113-1&lang=CH
33518,契約設計的當代議題,黃逸如,"第14 週
一10,A,B(霖研五1702)二10,A,B(霖研五1702)三10,A,B(霖研五1702)四10,A,B(霖研五1702)五10,A,B(霖研五1702)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A21%20M44A0&class=&dpt_code=A210&ser_no=33518&semester=113-1&lang=CH
97172,室內五人制足球初級,楊裕隆,"二6,7(舊館羽球場)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051730&class=44&dpt_code=T010&ser_no=97172&semester=113-1&lang=CH
97173,室內五人制足球初級,楊裕隆,"三6,7(舊館羽球場)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051730&class=46&dpt_code=T010&ser_no=97173&semester=113-1&lang=CH
63553,恆星天文物理,吳柏鋒,"一8,9(天數812)三8,9(天數812)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=244%20D1190&class=&dpt_code=2440&ser_no=63553&semester=113-1&lang=CH
88694,專題研究,林 澤,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=84&dpt_code=9010&ser_no=88694&semester=113-1&lang=CH
21326,數位控制系統,蔡坤諭,"二7,8,9(電二101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=921%20U3100&class=&dpt_code=9210&ser_no=21326&semester=113-1&lang=CH
83273,政治社會學,林國明,"二7,8,9(社101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=305%2024200&class=&dpt_code=3050&ser_no=83273&semester=113-1&lang=CH
52865,政治發展與民主化專題,張佑宗,"六6,7(社科研607)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=322%20M4620&class=&dpt_code=3220&ser_no=52865&semester=113-1&lang=CH
82004,政治經濟學,童涵浦,"三6,7(社科406)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2038700&class=&dpt_code=3020&ser_no=82004&semester=113-1&lang=CH
58861,政治學一,黃凱苹,"五2,3,4(社科202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2010110&class=01&dpt_code=3022&ser_no=58861&semester=113-1&lang=CH
56250,政治學一,張貴閔,"五5,6,7(社科303)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2010110&class=02&dpt_code=3021&ser_no=56250&semester=113-1&lang=CH
75298,政治學方法論,張貴閔,"四3,4(社科102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2040310&class=&dpt_code=3021&ser_no=75298&semester=113-1&lang=CH
72068,政治學概論,王業立,"三3,4(社科201)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2010130&class=&dpt_code=0000&ser_no=72068&semester=113-1&lang=CH
63029,政策規劃與分析,王宏文,"三6,7(社科研605)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=343%20M0020&class=&dpt_code=P640&ser_no=63029&semester=113-1&lang=CH
70164,政黨與選舉制度,王業立,"二8,9(社科201)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2020810&class=&dpt_code=3020&ser_no=70164&semester=113-1&lang=CH
69396,企業風險管理,薛博今,"三2,3,4(管一402)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=749%20M1600&class=&dpt_code=7490&ser_no=69396&semester=113-1&lang=CH
97089,柔道初級,黃國恩,"二1,2(綜館柔道室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050440&class=10&dpt_code=T010&ser_no=97089&semester=113-1&lang=CH
97090,柔道初級,黃國恩,"三1,2(綜館柔道室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050440&class=11&dpt_code=T010&ser_no=97090&semester=113-1&lang=CH
97091,柔道初級,黃國恩,"三3,4(綜館柔道室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050440&class=12&dpt_code=T010&ser_no=97091&semester=113-1&lang=CH
97092,柔道初級,蘇玫尹,"二6,7(綜館柔道室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050440&class=86&dpt_code=T010&ser_no=97092&semester=113-1&lang=CH
97093,柔道初級,蘇玫尹,"三6,7(綜館柔道室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050440&class=88&dpt_code=T010&ser_no=97093&semester=113-1&lang=CH
50166,毒道之處～看不見的危機!,姜至剛,"一8,9(博雅202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=447%20U2500&class=&dpt_code=P290&ser_no=50166&semester=113-1&lang=CH
12528,活動分析與調適,黃小玲,三6(公職治430),https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=409%2010140&class=&dpt_code=4090&ser_no=12528&semester=113-1&lang=CH
80662,看電影學愛情,,"四A,B,C,D(普103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Z00%20U0170&class=&dpt_code=P360&ser_no=80662&semester=113-1&lang=CH
75067,電磁波與天線導論,劉建豪,"三7,8,9(綜603)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=522%20U7400&class=&dpt_code=5220&ser_no=75067&semester=113-1&lang=CH
77922,科技溝通與寫作,胡文聰,"二A,B,C(應111)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=543%20M8160&class=&dpt_code=5430&ser_no=77922&semester=113-1&lang=CH
25078,科技管理研討,江俊毅,"五5,6(管二203)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=741%20M6000&class=&dpt_code=7410&ser_no=25078&semester=113-1&lang=CH
34693,科技與社會研究,簡妤儒,"五2,3,4(社205)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=325%20M7680&class=&dpt_code=3250&ser_no=34693&semester=113-1&lang=CH
11696,科技與勞動專題,辛炳隆,"二9,10(國發208)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=341%20M5850&class=&dpt_code=3410&ser_no=11696&semester=113-1&lang=CH
38955,科學哲學,苑舉正,"四2,3,4(共204)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=104%2020500&class=&dpt_code=P310&ser_no=38955&semester=113-1&lang=CH
56488,科技英文寫作與表達,陳翊齊,"三6,7,8(綜201)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20U0800&class=&dpt_code=Q010&ser_no=56488&semester=113-1&lang=CH
25778,投資學,陳聖賢,"四7,8,9(管二202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=703%2022600&class=01&dpt_code=7030&ser_no=25778&semester=113-1&lang=CH
67297,投資學,何耕宇,"二7,8,9(管二305)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=703%2022600&class=02&dpt_code=7030&ser_no=67297&semester=113-1&lang=CH
34651,投資學,王之彥,"一7,8,9(管一104)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=704%2032400&class=02&dpt_code=7040&ser_no=34651&semester=113-1&lang=CH
69290,改變歷史的生物(一),曹順成,"一3,4,5(綜501)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=H01%2011600&class=&dpt_code=0000&ser_no=69290&semester=113-1&lang=CH
82394,英文寫作基礎,葉芳萍,"四3,4,5(博雅406)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20M0200&class=01&dpt_code=Q010&ser_no=82394&semester=113-1&lang=CH
