流水號,課程名稱,授課教師,時間&教室,課程連結
37189,策略管理,吳學良,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=E42%20M0050&class=02&dpt_code=E420&ser_no=37189&semester=113-1&lang=CH
40187,策略管理,陳忠仁,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=E43%20M0050&class=01&dpt_code=E430&ser_no=40187&semester=113-1&lang=CH
70258,經濟數學,周建富,"三7,8,9(社科307)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20U7500&class=&dpt_code=3030&ser_no=70258&semester=113-1&lang=CH
45416,普通物理學實驗一,沈家賢,"五7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=202%2010510&class=02&dpt_code=2020&ser_no=45416&semester=113-1&lang=CH
97177,壁球初級,林聯喜,"四6,7(綜館壁球室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051790&class=70&dpt_code=T010&ser_no=97177&semester=113-1&lang=CH
65846,經濟學英文寫作基礎,江介維,"三2,3,4(社科302)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20U0310&class=&dpt_code=3030&ser_no=65846&semester=113-1&lang=CH
32823,認知發展,曹峰銘,"四2,3,4(北館N206)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=227%20U6010&class=&dpt_code=2070&ser_no=32823&semester=113-1&lang=CH
68605,腦與語言,周泰立,"五2,3,4(北館N221)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=227%20U2380&class=&dpt_code=2070&ser_no=68605&semester=113-1&lang=CH
16242,森林經營學,鄭舒婷,"四2,3,4(林一)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=605%2020440&class=&dpt_code=6050&ser_no=16242&semester=113-1&lang=CH
29211,資本市場一,洪茂蔚,"一7,8,9(管二204)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20D6040&class=&dpt_code=7240&ser_no=29211&semester=113-1&lang=CH
25728,電商與金融科技的政治經濟學,劉秋婉,"四9,10(國發300)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=341%20M5900&class=&dpt_code=3410&ser_no=25728&semester=113-1&lang=CH
21368,資料科學之統計基礎(一),黃名鉞,"四6,7,8(新202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=946%20U0040&class=&dpt_code=9460&ser_no=21368&semester=113-1&lang=CH
38322,資料科學計算,潘建興,"第4,5,6,7,8,9,10,11,12,13,14,15 週
三2,3,4,5(新201)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=946%20U0090&class=&dpt_code=9460&ser_no=38322&semester=113-1&lang=CH
28639,資料科學概論,郭彥甫,第1 週,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=631%20U1370&class=&dpt_code=6110&ser_no=28639&semester=113-1&lang=CH
75436,金融市場與行銷,魏啟林,"一7,8,9(管一405)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=741%20U9470&class=&dpt_code=7010&ser_no=75436&semester=113-1&lang=CH
81734,消費者心理學,熊欣華,"二7,8,9(南館地下A)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=227%20U5100&class=&dpt_code=2070&ser_no=81734&semester=113-1&lang=CH
48250,圖書館史,盧秀菊,"一2,3,4(圖資會議室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2048950&class=&dpt_code=1060&ser_no=48250&semester=113-1&lang=CH
79001,消費者行為,王淑美,"一6,7,8(生傳418室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=610%2039910&class=&dpt_code=6100&ser_no=79001&semester=113-1&lang=CH
79737,新聞法律與倫理,蘇慧婕,"二8,9,10(霖1402)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A01%2043260&class=&dpt_code=A010&ser_no=79737&semester=113-1&lang=CH
14479,資料庫管理系統,楊東謀,"一7,8,9(圖資資訊室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=126%20U0680&class=&dpt_code=1060&ser_no=14479&semester=113-1&lang=CH
38827,分散式系統論文研討,莊裕澤,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20M3470&class=&dpt_code=7250&ser_no=38827&semester=113-1&lang=CH
83955,分散式金融導論,廖世偉,"五B,C,D(資104)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U4780&class=&dpt_code=9020&ser_no=83955&semester=113-1&lang=CH
55868,資料結構,張恆華,"五2,3,4(工科204)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=505%2022240&class=&dpt_code=5050&ser_no=55868&semester=113-1&lang=CH
28136,資料選讀,陳有貝,"二A,B(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=125%20M1000&class=01&dpt_code=1250&ser_no=28136&semester=113-1&lang=CH
67931,資料選讀,羅素玫,"一A,B(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=125%20M1000&class=02&dpt_code=1250&ser_no=67931&semester=113-1&lang=CH
45252,資料選讀,羅素玫,"二A,B(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=125%20M1000&class=04&dpt_code=1250&ser_no=45252&semester=113-1&lang=CH
55309,資料選讀,吳牧錞,"一A,B(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=125%20M1000&class=05&dpt_code=1250&ser_no=55309&semester=113-1&lang=CH
80355,數位聲音藝術與創作,林經堯,"一A,B,C(資104)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=944%20U0140&class=&dpt_code=9220&ser_no=80355&semester=113-1&lang=CH
86228,資料礦掘,張瑞益,"一7,8,9(工科201)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=525%20U6230&class=&dpt_code=5050&ser_no=86228&semester=113-1&lang=CH
78196,資訊行為理論研討,林珊如,"二6,7,8(圖資研討3A)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=126%20D0560&class=&dpt_code=1260&ser_no=78196&semester=113-1&lang=CH
76079,資訊法與資訊政策專題,劉靜怡,"二9,10,A(國發206)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=341%20U8980&class=&dpt_code=3410&ser_no=76079&semester=113-1&lang=CH
15205,資訊法與資訊政策專題,劉靜怡,"二9,10,A(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20U3470&class=&dpt_code=7050&ser_no=15205&semester=113-1&lang=CH
97121,羽球初級,陳美莉,"三3,4(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=G4&dpt_code=T010&ser_no=97121&semester=113-1&lang=CH
40719,資訊理論與編碼技巧,吳家麟,"一6,7,8(資101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U1030&class=&dpt_code=9220&ser_no=40719&semester=113-1&lang=CH
85525,財務管理,邱顯比,"二7,8,9(管二202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=703%2030600&class=01&dpt_code=7030&ser_no=85525&semester=113-1&lang=CH
38336,統計物理二,林俊達,"二8,9(新物406)三3,4(新物406)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=222%20D1620&class=&dpt_code=2220&ser_no=38336&semester=113-1&lang=CH
67162,資訊產業前瞻技術,郭大維,"三3,4(資107)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U4920&class=&dpt_code=9220&ser_no=67162&semester=113-1&lang=CH
53904,資訊組織一,黃麗珉,"三2,3,4(圖資視聽室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2031200&class=&dpt_code=1060&ser_no=53904&semester=113-1&lang=CH
37530,資訊搜尋與決策行為,唐牧群,"一6,7,8(圖資研討2A)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=126%20M0620&class=&dpt_code=1260&ser_no=37530&semester=113-1&lang=CH
57145,資訊經濟與最佳化論文研討一,孔令傑,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20M3710&class=&dpt_code=7250&ser_no=57145&semester=113-1&lang=CH
27619,資訊管理,魏志平,"三2,3,4(管二206)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20M1110&class=&dpt_code=7250&ser_no=27619&semester=113-1&lang=CH
33396,資訊管理,曹承礎,"三7,8,9(管二203)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=749%20M1190&class=&dpt_code=7490&ser_no=33396&semester=113-1&lang=CH
40649,資訊管理論文研討,彭志宏,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20M3850&class=&dpt_code=7250&ser_no=40649&semester=113-1&lang=CH
60017,資訊蒐集與組織,張郁蔚,"四2,3,4(圖資會議室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=126%20U1060&class=&dpt_code=1260&ser_no=60017&semester=113-1&lang=CH
57971,資訊學研討,黃慕萱,"一6,7,8(圖資編目室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=126%20M0590&class=&dpt_code=1260&ser_no=57971&semester=113-1&lang=CH
44782,資訊檢索與文字探勘導論,陳建錦,"一2,3,4(管二301)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20U3410&class=&dpt_code=7050&ser_no=44782&semester=113-1&lang=CH
32453,資產管理與財富管理,楊文斌,"四7,8,9,10(管二103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20U6600&class=&dpt_code=7030&ser_no=32453&semester=113-1&lang=CH
64109,資產證券化概論,廖咸興,"一7,8,9(管二206)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20U3500&class=&dpt_code=7030&ser_no=64109&semester=113-1&lang=CH
54878,電力電子概論,金藝璘,"一6,7,8(綜401)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2024120&class=&dpt_code=P540&ser_no=54878&semester=113-1&lang=CH
49840,排隊理論,蔡志宏,"三7,8,9(電二144)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=921%20U1810&class=&dpt_code=9210&ser_no=49840&semester=113-1&lang=CH
70569,電子商務,黃明蕙,"三7,8,9(管二204)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20U3320&class=&dpt_code=7250&ser_no=70569&semester=113-1&lang=CH
10906,電子電路一,陳昭宏,"二7,8(工科視聽室)四3,4(工科視聽室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=505%2021640&class=&dpt_code=5050&ser_no=10906&semester=113-1&lang=CH
34409,電子電路設計,李俊興,"二2,3,4(電二144)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2040400&class=&dpt_code=9010&ser_no=34409&semester=113-1&lang=CH
20775,電子學（一）,吳肇欣,"四7,8(明達205)五7,8(明達205)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2020140&class=01&dpt_code=9010&ser_no=20775&semester=113-1&lang=CH
55352,電子學（一）,林宗賢,"四7,8(電二145)五7,8(電二145)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2020140&class=02&dpt_code=9010&ser_no=55352&semester=113-1&lang=CH
74924,電子學（一）,呂良鴻,"四7,8(電二143)五7,8(電二143)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2020140&class=03&dpt_code=9010&ser_no=74924&semester=113-1&lang=CH
28101,電子學（一）,林致廷,"四7,8(電二146)五7,8(電二146)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2020140&class=04&dpt_code=9010&ser_no=28101&semester=113-1&lang=CH
15125,電子學（一）,張子璿,"四7,8(電二104)五7,8(電二104)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2020140&class=05&dpt_code=9010&ser_no=15125&semester=113-1&lang=CH
27028,企業價值管理與數據分析,劉順仁,"五2,3,4(管一103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=722%20M1010&class=&dpt_code=P550&ser_no=27028&semester=113-1&lang=CH
86006,先秦法家哲學,李賢中,"五2,3,4(普402)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=104%2018400&class=&dpt_code=1040&ser_no=86006&semester=113-1&lang=CH
30784,電腦在地質上的應用,王 昱,"二6,7(地質212)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2024000&class=&dpt_code=2040&ser_no=30784&semester=113-1&lang=CH
56191,電腦計算基礎,洪淑蕙,"二2,3,4(全變403)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=224%20U2280&class=&dpt_code=2040&ser_no=56191&semester=113-1&lang=CH
57208,專題研究,楊佳玲,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=36&dpt_code=9020&ser_no=57208&semester=113-1&lang=CH
14986,專題研究,洪一平,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=37&dpt_code=9020&ser_no=14986&semester=113-1&lang=CH
72463,專題研究,趙坤茂,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=38&dpt_code=9020&ser_no=72463&semester=113-1&lang=CH
57585,電腦視覺,傅楸善,"二7,8,9(資104)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U0610&class=&dpt_code=9020&ser_no=57585&semester=113-1&lang=CH
68345,工程數學-複變,李君浩,"三6,7(明達205)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2010040&class=&dpt_code=9010&ser_no=68345&semester=113-1&lang=CH
83117,工程數學1,陶默德,"四3,4(普402)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=501%2012010&class=01&dpt_code=5010&ser_no=83117&semester=113-1&lang=CH
13246,電腦視覺實務與深度學習,鄭文皇,"三7,8,9(資103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U4850&class=&dpt_code=9020&ser_no=13246&semester=113-1&lang=CH
17526,電腦對局理論,徐讚昇,"四7,8,9(資111)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U3650&class=&dpt_code=9020&ser_no=17526&semester=113-1&lang=CH
57475,專題討論─經濟計量一,陳由常,"四6,7(社科503)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20M0110&class=&dpt_code=3030&ser_no=57475&semester=113-1&lang=CH
81866,電腦網路與通訊,楊東謀,"二6,7(圖資視聽室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2026900&class=&dpt_code=1060&ser_no=81866&semester=113-1&lang=CH
33643,新聞英語寫作與編譯,鍾玉玨,"五1,2(共208)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=122%20U3100&class=&dpt_code=P420&ser_no=33643&semester=113-1&lang=CH
89039,新聞產業創新,陳順孝,"三A,B,C(新聞304)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=342%20M3050&class=&dpt_code=3420&ser_no=89039&semester=113-1&lang=CH
13907,學術論文寫作,蘇虹菱,"二3,4,5(共406)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20M0800&class=01&dpt_code=Q010&ser_no=13907&semester=113-1&lang=CH
84430,學術論文寫作,趙雄健,"四7,8,9(共405)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20M0800&class=02&dpt_code=Q010&ser_no=84430&semester=113-1&lang=CH
22485,電磁學一,李俊興,"一2,3,4(電二225)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2025110&class=01&dpt_code=9010&ser_no=22485&semester=113-1&lang=CH
12378,電磁學一,林晃巖,"一2,3,4(電二106)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2025110&class=02&dpt_code=9010&ser_no=12378&semester=113-1&lang=CH
43908,電磁學上,賀培銘,"三2,3,4(楊金豹演講廳)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=202%2023301&class=&dpt_code=2020&ser_no=43908&semester=113-1&lang=CH
59595,圖書資訊學,鄭 瑋,"三3,4(圖資會議室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=126%20U1070&class=&dpt_code=1260&ser_no=59595&semester=113-1&lang=CH
42397,圖書資訊機構實務,黃麗珉,"四8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=126%20M0650&class=&dpt_code=1260&ser_no=42397&semester=113-1&lang=CH
32235,圖書資訊機構實務一,黃麗珉,"四8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2014210&class=01&dpt_code=1060&ser_no=32235&semester=113-1&lang=CH
89963,圖書資訊機構實務二,黃麗珉,"四8,9(共203)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2014220&class=01&dpt_code=1060&ser_no=89963&semester=113-1&lang=CH
36623,圖書資訊機構實務二,黃麗珉,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2014220&class=02&dpt_code=1060&ser_no=36623&semester=113-1&lang=CH
10769,圖書館統計學,林維真,"一8,9,10(圖資視聽室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2046400&class=&dpt_code=1060&ser_no=10769&semester=113-1&lang=CH
13003,圖書館資訊系統,鄭 瑋,"四2,3,4(圖資視聽室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2036200&class=&dpt_code=1060&ser_no=13003&semester=113-1&lang=CH
51367,圖書館學導論,羅思嘉,"一6,7(圖資視聽室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2013100&class=&dpt_code=1060&ser_no=51367&semester=113-1&lang=CH
10252,計量方法,陳宜廷,"三2,3,4(管二303)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20U9210&class=&dpt_code=7030&ser_no=10252&semester=113-1&lang=CH
33543,團隊與組織管理,劉怡靖,"三2,3,4(管二202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=741%20U3180&class=&dpt_code=7010&ser_no=33543&semester=113-1&lang=CH
33013,電磁學一,鄭宇翔,"一2,3,4(電二229)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2025110&class=03&dpt_code=9010&ser_no=33013&semester=113-1&lang=CH
42884,實分析一,阮文先,"一3,4(天數101)三3,4(天數101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=221%20U2870&class=&dpt_code=2210&ser_no=42884&semester=113-1&lang=CH
45635,實用英文寫作,熊宜君,"二6,7,8(博雅301)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20U0570&class=01&dpt_code=Q010&ser_no=45635&semester=113-1&lang=CH
66276,實驗設計,徐永豐,"三2,3,4(北館N206)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=227%20M1220&class=&dpt_code=2270&ser_no=66276&semester=113-1&lang=CH
67783,普通物理學實驗一,陳銘堯,"一6,7,8(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=202%2010510&class=15&dpt_code=6030&ser_no=67783&semester=113-1&lang=CH
88488,社會學習領域概論,黃長玲,"四3,4(社科402)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=300%20U0030&class=&dpt_code=3000&ser_no=88488&semester=113-1&lang=CH
46336,社會機器人,岳修平,"四8,9,10(北館N206)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=227%20U2230&class=&dpt_code=2070&ser_no=46336&semester=113-1&lang=CH
28096,實驗經濟學專題,陳 儀,"五3,4(社科401)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20U8140&class=&dpt_code=3030&ser_no=28096&semester=113-1&lang=CH
34500,碳定價：理論與實務應用,劉哲良,"五3,4(農經二)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=627%20U1380&class=&dpt_code=6070&ser_no=34500&semester=113-1&lang=CH
74329,福利經濟學與不平等,梁卓誠,"三3,4(社科507)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=303%2033110&class=&dpt_code=3030&ser_no=74329&semester=113-1&lang=CH
67441,管理決策會計,曾智揚,"一7,8,9(管二202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=701%2032100&class=&dpt_code=7012&ser_no=67441&semester=113-1&lang=CH
84207,管理會計,陳聿宏,"一2,3,4(管二101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20M0060&class=&dpt_code=7240&ser_no=84207&semester=113-1&lang=CH
21750,管理會計與數據分析上,高偉娟,"二2,3,4(管二201)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=702%2030501&class=01&dpt_code=7020&ser_no=21750&semester=113-1&lang=CH
87501,專題研究,李建模,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=61&dpt_code=9010&ser_no=87501&semester=113-1&lang=CH
57185,專題研究,蔡睿哲,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=62&dpt_code=9010&ser_no=57185&semester=113-1&lang=CH
23407,憲法,蘇慧婕,"一3,4(請洽系所辦) 二3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A41%20M0300&class=02&dpt_code=A410&ser_no=23407&semester=113-1&lang=CH
89309,綠色交通與永續發展,張學孔,"一A,B,C(土224)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=521%20M5250&class=&dpt_code=P640&ser_no=89309&semester=113-1&lang=CH
24960,網頁設計與敘事,謝吉隆,"一2,3,4(新聞103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=342%20M3020&class=&dpt_code=3420&ser_no=24960&semester=113-1&lang=CH
97147,網球初級,連玉輝,"三3,4((醫)網球場)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051260&class=02&dpt_code=T010&ser_no=97147&semester=113-1&lang=CH
97148,網球初級,莊泰源,"一8,9(網球345678)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051260&class=27&dpt_code=T010&ser_no=97148&semester=113-1&lang=CH
97151,網球初級,趙曉涵,"五8,9(網球345678)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051260&class=83&dpt_code=T010&ser_no=97151&semester=113-1&lang=CH
16669,網路與資訊安全論文研討,孫雅麗,"五10,A,B(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=725%20M3530&class=&dpt_code=7250&ser_no=16669&semester=113-1&lang=CH
21419,專題研究,王 倫,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=18&dpt_code=9010&ser_no=21419&semester=113-1&lang=CH
47307,網際網路地理資訊系統,郭巧玲,"第1,2,3,4,5,6,7,8,9,10,11,12 週
四1,2,3,4(地理電腦室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=228%20U3290&class=&dpt_code=2080&ser_no=47307&semester=113-1&lang=CH
13892,金融機構與市場,胡星陽,"四7,8,9(管一102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M5200&class=&dpt_code=7230&ser_no=13892&semester=113-1&lang=CH
30806,認知科學,吳恩賜,"五6,7,8(共407)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=454%20M0050&class=&dpt_code=P310&ser_no=30806&semester=113-1&lang=CH
72281,專題研究,陳信樹,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=70&dpt_code=9010&ser_no=72281&semester=113-1&lang=CH
49982,認知科學基本議題,李佳霖,"五6,7,8(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=142%20D0100&class=&dpt_code=P310&ser_no=49982&semester=113-1&lang=CH
71085,投資學,朴寶卿,"五7,8,9(管二305)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=703%2022600&class=03&dpt_code=7030&ser_no=71085&semester=113-1&lang=CH
51491,投資學,林修葳,"三2,3,4(管一103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=704%2032400&class=01&dpt_code=7040&ser_no=51491&semester=113-1&lang=CH
44969,專題研究,宋孔彬,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=98&dpt_code=9010&ser_no=44969&semester=113-1&lang=CH
15515,數位影像處理,洪一平,"四7,8,9(資104)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U3010&class=&dpt_code=9440&ser_no=15515&semester=113-1&lang=CH
42053,認識全球與在地國際化,袁孝維,"四8,9(博雅102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=I00%2022000&class=&dpt_code=0000&ser_no=42053&semester=113-1&lang=CH
10927,認識星空,孫維新,"一3,4(綜合大講堂)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=202%2010300&class=&dpt_code=0000&ser_no=10927&semester=113-1&lang=CH
13084,數量方法入門,王道一,"第1,2,3,4,5,6,7,8 週
二9,10(社科102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20M0500&class=&dpt_code=3230&ser_no=13084&semester=113-1&lang=CH
27546,專題研究,胡振國,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=02&dpt_code=9010&ser_no=27546&semester=113-1&lang=CH
44583,語言心理學獨立研究三,周泰立,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=227%20D0730&class=&dpt_code=2270&ser_no=44583&semester=113-1&lang=CH
16355,遙控無人機操作入門,吳瑞北,"第1,2,3 週
六2,3,4,5,6,7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=942%20U0810&class=&dpt_code=9210&ser_no=16355&semester=113-1&lang=CH
46641,領域專長專題研究,韓玉山,"二1,2(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=B45%20M0040&class=02&dpt_code=B450&ser_no=46641&semester=113-1&lang=CH
15895,專題研究,楊奕軒,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=89&dpt_code=9010&ser_no=15895&semester=113-1&lang=CH
27286,專題研究,盧信嘉,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=90&dpt_code=9010&ser_no=27286&semester=113-1&lang=CH
86028,領導力講座,張豐丞,"二6,7(博雅101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=P36%20U2900&class=&dpt_code=P360&ser_no=86028&semester=113-1&lang=CH
56650,領導與管理,張榮珍,"五3,4(護智能教室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=426%20M4320&class=&dpt_code=4260&ser_no=56650&semester=113-1&lang=CH
54986,領導學導論,郭耿聰,"五2,3,4(綜301)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=P36%20U1100&class=&dpt_code=4080&ser_no=54986&semester=113-1&lang=CH
