url,stage,error
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M8510&class=&dpt_code=7230&ser_no=48192&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=723%20M8510&class=&dpt_code=7230&ser_no=48192&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF8387C0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20U9210&class=&dpt_code=7040&ser_no=87923&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=724%20U9210&class=&dpt_code=7040&ser_no=87923&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF838AF0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2034800&class=03&dpt_code=2040&ser_no=58513&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=204%2034800&class=03&dpt_code=2040&ser_no=58513&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF83BA90>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=79&dpt_code=9020&ser_no=11399&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=902%2037000&class=79&dpt_code=9020&ser_no=11399&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF839210>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=451%20U1200&class=&dpt_code=4510&ser_no=54260&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=451%20U1200&class=&dpt_code=4510&ser_no=54260&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF817880>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20D4510&class=&dpt_code=7230&ser_no=60068&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=723%20D4510&class=&dpt_code=7230&ser_no=60068&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF78FF70>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=801%2000140&class=&dpt_code=8010&ser_no=17389&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=801%2000140&class=&dpt_code=8010&ser_no=17389&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF78E740>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20U0020&class=&dpt_code=3030&ser_no=76672&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=323%20U0020&class=&dpt_code=3030&ser_no=76672&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF769F00>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=229%20M8150&class=&dpt_code=2090&ser_no=39109&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=229%20M8150&class=&dpt_code=2090&ser_no=39109&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF838430>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U4510&class=&dpt_code=9020&ser_no=37753&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=922%20U4510&class=&dpt_code=9020&ser_no=37753&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF817E20>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=341%20U9390&class=&dpt_code=3410&ser_no=83530&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=341%20U9390&class=&dpt_code=3410&ser_no=83530&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF6EBA60>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2012200&class=&dpt_code=1060&ser_no=38286&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=106%2012200&class=&dpt_code=1060&ser_no=38286&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF729CF0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=247%20U1160&class=&dpt_code=2470&ser_no=39441&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=247%20U1160&class=&dpt_code=2470&ser_no=39441&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF83BEB0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2032210&class=&dpt_code=1060&ser_no=73456&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=106%2032210&class=&dpt_code=1060&ser_no=73456&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF83AF20>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20M0460&class=02&dpt_code=7240&ser_no=87556&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=724%20M0460&class=02&dpt_code=7240&ser_no=87556&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF72B6A0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=126%20U1130&class=&dpt_code=1260&ser_no=21900&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=126%20U1130&class=&dpt_code=1260&ser_no=21900&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF6EBA60>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A01%2038000&class=02&dpt_code=A013&ser_no=63044&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=A01%2038000&class=02&dpt_code=A013&ser_no=63044&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF78E830>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=703%2030500&class=&dpt_code=7030&ser_no=40538&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=703%2030500&class=&dpt_code=7030&ser_no=40538&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF7F7F70>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=704%2021110&class=01&dpt_code=7040&ser_no=44693&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=704%2021110&class=01&dpt_code=7040&ser_no=44693&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF83AC20>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A01%2038000&class=03&dpt_code=A013&ser_no=15812&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=A01%2038000&class=03&dpt_code=A013&ser_no=15812&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF838520>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=102%2046420&class=&dpt_code=P270&ser_no=34988&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=102%2046420&class=&dpt_code=P270&ser_no=34988&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF839ED0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=749%20U0240&class=&dpt_code=7490&ser_no=83279&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=749%20U0240&class=&dpt_code=7490&ser_no=83279&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF817490>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M0040&class=01&dpt_code=7230&ser_no=23135&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=723%20M0040&class=01&dpt_code=7230&ser_no=23135&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF78FF70>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=702%2012020&class=&dpt_code=7020&ser_no=85769&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=702%2012020&class=&dpt_code=7020&ser_no=85769&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF83ACB0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M6510&class=&dpt_code=7230&ser_no=83357&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=723%20M6510&class=&dpt_code=7230&ser_no=83357&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF838130>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=528%20U0090&class=&dpt_code=5080&ser_no=73743&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=528%20U0090&class=&dpt_code=5080&ser_no=73743&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF83BF10>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20M4100&class=&dpt_code=7240&ser_no=51024&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=724%20M4100&class=&dpt_code=7240&ser_no=51024&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF8176A0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=741%20U9880&class=&dpt_code=P550&ser_no=59253&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=741%20U9880&class=&dpt_code=P550&ser_no=59253&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF817EB0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=69&dpt_code=9020&ser_no=24059&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=902%2037000&class=69&dpt_code=9020&ser_no=24059&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF78C6D0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=341%20D1250&class=&dpt_code=3410&ser_no=50557&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=341%20D1250&class=&dpt_code=3410&ser_no=50557&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF839660>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051490&class=K6&dpt_code=T010&ser_no=97212&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=002%2051490&class=K6&dpt_code=T010&ser_no=97212&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF83ABF0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2034110&class=&dpt_code=3022&ser_no=89881&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=302%2034110&class=&dpt_code=3022&ser_no=89881&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF839F60>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=521%20U9040&class=&dpt_code=5213&ser_no=13912&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=521%20U9040&class=&dpt_code=5213&ser_no=13912&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF72B430>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20D5120&class=&dpt_code=7240&ser_no=29859&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=724%20D5120&class=&dpt_code=7240&ser_no=29859&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF72B700>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20D1040&class=&dpt_code=7240&ser_no=44122&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=724%20D1040&class=&dpt_code=7240&ser_no=44122&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF817A60>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=341%20M5140&class=&dpt_code=3410&ser_no=12755&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=341%20M5140&class=&dpt_code=3410&ser_no=12755&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF7B0040>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=104%2057600&class=&dpt_code=1040&ser_no=87756&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=104%2057600&class=&dpt_code=1040&ser_no=87756&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF6EB670>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20U2400&class=&dpt_code=7040&ser_no=64985&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=724%20U2400&class=&dpt_code=7040&ser_no=64985&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF7B0250>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=101%2080110&class=16&dpt_code=0000&ser_no=01009&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=101%2080110&class=16&dpt_code=0000&ser_no=01009&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF72B550>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20M1430&class=01&dpt_code=7240&ser_no=29853&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=724%20M1430&class=01&dpt_code=7240&ser_no=29853&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF72B100>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20M1430&class=02&dpt_code=7240&ser_no=23112&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=724%20M1430&class=02&dpt_code=7240&ser_no=23112&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF83B730>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20U9880&class=&dpt_code=7040&ser_no=62124&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=724%20U9880&class=&dpt_code=7040&ser_no=62124&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF83B1C0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=141%20M1010&class=&dpt_code=1410&ser_no=62466&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=141%20M1010&class=&dpt_code=1410&ser_no=62466&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF83BE20>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20U1670&class=&dpt_code=7040&ser_no=49125&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=724%20U1670&class=&dpt_code=7040&ser_no=49125&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF838BE0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=741%20U3030&class=&dpt_code=P620&ser_no=39745&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=741%20U3030&class=&dpt_code=P620&ser_no=39745&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF814070>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20M1030&class=&dpt_code=3230&ser_no=42863&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=323%20M1030&class=&dpt_code=3230&ser_no=42863&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF8179D0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20U5140&class=&dpt_code=7030&ser_no=83769&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=723%20U5140&class=&dpt_code=7030&ser_no=83769&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF8175E0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=H02%2050350&class=&dpt_code=H020&ser_no=14888&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=H02%2050350&class=&dpt_code=H020&ser_no=14888&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF7B00A0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2052500&class=&dpt_code=P270&ser_no=46496&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=302%2052500&class=&dpt_code=P270&ser_no=46496&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF839480>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2049210&class=&dpt_code=3020&ser_no=59935&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=302%2049210&class=&dpt_code=3020&ser_no=59935&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF817AF0>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2040610&class=&dpt_code=3022&ser_no=79432&semester=113-1&lang=CH,fetch,"HTTPSConnectionPool(host='nol.ntu.edu.tw', port=443): Max retries exceeded with url: /nol/coursesearch/print_table.php?course_id=302%2040610&class=&dpt_code=3022&ser_no=79432&semester=113-1&lang=CH (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013DFF814220>: Failed to resolve 'nol.ntu.edu.tw' ([Errno 11001] getaddrinfo failed)""))"
